href,menu
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Bánh crepe nhân sầu tròn
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Combo 1 người : Cô đơn có phải muôn đời
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Trà Đào đâu ra người như em
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Sữa Tươi trân châu đường tăng
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Trà sữa không thạch
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Uống gì cũng được
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Soda blue
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Soda việt quất
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Trà sữa matcha
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,“Trà vải “ cả chưởng thiệt á chứ
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Soda dâu
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Trà tắc thái xanh
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Trà tắc thái đỏ
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Trà đào dầm
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Soda ổi hồng
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Soda vải
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Cá viên loại 1
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Hải sản sốt mayone
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Bo viên 
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Hoành Thánh
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Tàu hủ cá phô mai
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Sò điệp( loại 1)
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Chả Giò
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Cá viên trứng cút
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Thanh cua loại 1
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Nem chua rán(1 Thanh)
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Chả Cá Bọc Đậu Đũa
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Tôm viên
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Bánh bao nhân tôm
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Đậu bắp(phần)
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Phô mai que đặc biệt (loại 1)
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Xúc xích
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Chạo sã
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Chả cá dây
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Mực khoanh
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Chả tôm xoắn ốc
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Chả ốc
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Chả mực xoắn ốc
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Trứng cút chiên(4 viên)
/ho-chi-minh/nha-cao-ca-vien-chien-an-vat-ho-hoc-lam,Xúc xích mini
/ho-chi-minh/hamada-hotdog,Crab Sticks Dog
/ho-chi-minh/hamada-hotdog,Hotdog Hamada Cheese
/ho-chi-minh/hamada-hotdog,Hotdog Egg Roll Double Cheese
/ho-chi-minh/hamada-hotdog,Hotdog Berlin + Phô Mai Trứng Cuộn
/ho-chi-minh/hamada-hotdog,Hotdog Xông Khói + Phô Mai Trứng Cuộn
/ho-chi-minh/hamada-hotdog,Hotdog Berlin Trứng Cuộn
/ho-chi-minh/hamada-hotdog,Cheese Stuffed Hot Dog Roll
/ho-chi-minh/hamada-hotdog,Triple Cheesehotdog
/ho-chi-minh/hamada-hotdog,Bacon Wrapped Cheese Dog
/ho-chi-minh/hamada-hotdog,Hotdog Mozzarella Cheese
/ho-chi-minh/hamada-hotdog,Hotdog Ốp Trứng Lòng Đào
/ho-chi-minh/hamada-hotdog,Black Hotdog
/ho-chi-minh/hamada-hotdog,Bacon Wrapped Hotdog
/ho-chi-minh/hamada-hotdog,Hotdog than tre trứng cuộn
/ho-chi-minh/hamada-hotdog,Hamada Deluxe W.Egg
/ho-chi-minh/hamada-hotdog,Hotdog Than Tre Dát Vàng
/ho-chi-minh/hamada-hotdog,Salad xúc xích xông khói
/ho-chi-minh/hamada-hotdog,Salad xúc xích Mỹ
/ho-chi-minh/hamada-hotdog,Salad xúc xích nhỏ
/ho-chi-minh/hamada-hotdog,Salad Trộn Xúc Xích Phô Mai
/ho-chi-minh/hamada-hotdog,Salad xúc xích Bò
/ho-chi-minh/hamada-hotdog,Salad Trộn Xích Xích Barbecue
/ho-chi-minh/hamada-hotdog,Salad Bacon Cheese
/ho-chi-minh/hamada-hotdog,Salad Trộn Xúc Xích Gà
/ho-chi-minh/hamada-hotdog,Salad bắp cải trộn xốt mayo
/ho-chi-minh/hamada-hotdog,Salad trộn trứng cuộn xúc xích
/ho-chi-minh/hamada-hotdog,Salad thanh cua
/ho-chi-minh/hamada-hotdog,Karaage Chicken Salad
/ho-chi-minh/hamada-hotdog,Xúc xích nhân phô mai
/ho-chi-minh/hamada-hotdog,Xúc xích nhồi phô mai
/ho-chi-minh/hamada-hotdog,Xúc xích Bò
/ho-chi-minh/hamada-hotdog,Xúc xích truyền thống Mỹ
/ho-chi-minh/hamada-hotdog,Xúc xích xông khói
/ho-chi-minh/hamada-hotdog,Xúc xích Barbecue
/ho-chi-minh/hamada-hotdog,Combo 5 loại xúc xích
/ho-chi-minh/hamada-hotdog,Xúc xích Xông Khói + Phô Mai
/ho-chi-minh/hamada-hotdog,Combo Big Mix
/ho-chi-minh/hamada-hotdog,Bánh mì trứng cuộn phô mai tan chảy
/ho-chi-minh/hamada-hotdog,Bánh Mì Trứng (Than Tre)
/ho-chi-minh/hamada-hotdog,Bánh mì trứng
/ho-chi-minh/hamada-hotdog,Bánh mì mềm
/ho-chi-minh/hamada-hotdog,Thịt Bacon lát
/ho-chi-minh/hamada-hotdog,Bánh mì mềm ( Than tre )
/ho-chi-minh/hamada-hotdog,Phô Mai Lát
/ho-chi-minh/hamada-hotdog,Thanh cua chiên 
/ho-chi-minh/hamada-hotdog,Milo
/ho-chi-minh/hamada-hotdog,Coca 
/ho-chi-minh/hamada-hotdog,Pepsi 
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Crab Sticks Dog
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Hotdog Hamada Cheese
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Hotdog Egg Roll Double Cheese
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Hotdog Berlin + Phô Mai Trứng Cuộn
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Hotdog Xông Khói + Phô Mai Trứng Cuộn
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Cheese Stuffed Hot Dog Roll
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Triplecheese Hotdog
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Hotdog Berlin Trứng Cuộn
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Hotdog Mozzarella Cheese
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Bacon Wrapped Cheese Dog
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Cheese Stuffed Hot Dog Roll
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Black Hotdog
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Bacon Wrapped Hotdog
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Hotdog Hong Khói Trứng Cuộn
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Hotdog Ốp Trứng Lòng Đào
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Hotdog than tre trứng cuộn
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Hotdog Egg Roll Double Cheese
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Hotdog Barbecue
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Hotdog Gà Trứng Cuộn
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Hotdog Nhỏ +Phô Mai Trứng
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Salad xúc xích xông khói
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Salad Bacon Cheese
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Salad xúc xích nhỏ
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Salad bắp cải trộn xốt mayo
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Salad Trộn Xúc Xích Phô Mai
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Salad trộn trứng cuộn xúc xích
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Salad xúc xích Mỹ
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Karaage Chicken Salad
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Salad xúc xích Bò
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Salad thanh cua 
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Salad Trộn Xúc Xích Gà
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Salad Trộn Xích Xích Barbecue
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Xúc xích nhồi phô mai
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Xúc xích nhân phô mai
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Xúc xích xông khói
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Xúc xích Bò
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Xúc xích Gà
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Combo Big Mix
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Xúc xích Barbecue
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Xúc xích truyền thống nhỏ
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Bánh mì mềm
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Bánh mì trứng cuộn phô mai tan chảy
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Thịt Bacon ( lát )
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Phô mai lát
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Bánh mì trứng
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Bánh mì mềm ( Than tre )
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Bánh Mì Trứng (Than Tre)
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Thanh cua chiên 
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Bánh mì mềm ( Than tre )
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Milo sữa
/ho-chi-minh/hamada-hotdog-97-110-ly-nam-de,Coca 
/ho-chi-minh/tea-8x9x-tra-an-vat-tuoi-tho-hoang-hoa-tham,Sting Sữa-Nguyên Chai
/ho-chi-minh/tea-8x9x-tra-an-vat-tuoi-tho-hoang-hoa-tham,Hồng Trà Sữa TC 3Q-700ml
/ho-chi-minh/tea-8x9x-tra-an-vat-tuoi-tho-hoang-hoa-tham,Sâm Dứa Sữa-700ml
/ho-chi-minh/tea-8x9x-tra-an-vat-tuoi-tho-hoang-hoa-tham,Trà Chanh Thái Xanh-800ml
/ho-chi-minh/tea-8x9x-tra-an-vat-tuoi-tho-hoang-hoa-tham,Hồng Trà Ả Đào -700ml
/ho-chi-minh/tea-8x9x-tra-an-vat-tuoi-tho-hoang-hoa-tham,Hồng Trà Mật Ong Thạch Dừa-700ml
/ho-chi-minh/tea-8x9x-tra-an-vat-tuoi-tho-hoang-hoa-tham,Cacao Sữa TC 3Q
/ho-chi-minh/tea-8x9x-tra-an-vat-tuoi-tho-hoang-hoa-tham,Hồng Trà Vãiiii-700ml
/ho-chi-minh/tea-8x9x-tra-an-vat-tuoi-tho-hoang-hoa-tham,Bánh Quẩy Xoắn Bọc Đường
/ho-chi-minh/tea-8x9x-tra-an-vat-tuoi-tho-hoang-hoa-tham,Bánh Xếp Dừa Nướng
/ho-chi-minh/tea-8x9x-tra-an-vat-tuoi-tho-hoang-hoa-tham,Bánh Bao Sữa Tuổi Thơ Mini
/ho-chi-minh/tea-8x9x-tra-an-vat-tuoi-tho-hoang-hoa-tham,Snack Hương Bò Thơm Cay
/ho-chi-minh/tea-8x9x-tra-an-vat-tuoi-tho-hoang-hoa-tham,Xí Muội Hoa Mai
/ho-chi-minh/tea-8x9x-tra-an-vat-tuoi-tho-hoang-hoa-tham,Kẹo Dẻo Kim Yến
/ho-chi-minh/tea-8x9x-tra-an-vat-tuoi-tho-hoang-hoa-tham,Socola Jinny Hàng Thái
/ho-chi-minh/tea-8x9x-tra-an-vat-tuoi-tho-hoang-hoa-tham,Bòn Bon Đá Tuổi Thơ
/ho-chi-minh/tea-8x9x-tra-an-vat-tuoi-tho-hoang-hoa-tham,Thanh Socola Chồn
/ho-chi-minh/tea-8x9x-tra-an-vat-tuoi-tho-hoang-hoa-tham,Kẹo Dẻo Kim Yến
/ho-chi-minh/tea-8x9x-tra-an-vat-tuoi-tho-hoang-hoa-tham,Socola Jinny Hàng Thái
/ho-chi-minh/tea-8x9x-tra-an-vat-tuoi-tho-hoang-hoa-tham,Bòn Bon Đá Tuổi Thơ
/ho-chi-minh/tea-8x9x-tra-an-vat-tuoi-tho-hoang-hoa-tham,Thanh Socola Chồn
/ho-chi-minh/tea-8x9x-tra-an-vat-tuoi-tho-hoang-hoa-tham,Bánh Đồng Tiền- 100g
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Sữa đậu nành ướp lạnh 1 chai
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Sữa bắp  nhà nấu 100% nhuyên chất
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Sâm lạnh nhà nấu1 chai
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Sữa mè đen nhà nấu 1 chai
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Nha đam hat chia nhà nấu 1chai
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Sữa đậu xanh nhà nấu 1chai
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Bắp nếp 1 trái
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Khoai mật
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Bắp mỹ 1trái
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Khoai Nhật
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Khoai Mì vàng Hap Nuoc Dừa 1/2 Kg
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Bánh khoai mì nướng 1 phần 5 cái
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Khoai môn
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Khoai lang thập cẩm
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Khoai mì trắng hấp nc dừa 1/2kg
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Khoai sữa
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Khoai trắng bột
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Bắp xào 1p
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Đậu phộng luộc
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Chuối sáp 1/2kg
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Chuối sáp
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Đâu phông rang 1 bịch
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Đậu phộng rang
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Đậu nành hấp 0.5kg
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Bánh dé 1 c
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Bánh bao 2 trứng cút
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Bánh giò
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Bánh khoai môn 1 c
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Bánh bao đậu xanh 1c
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Bánh bao 1 trứng cút
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Bánh bao đặc biệt
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Bánh bao trứng muối .cút
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Bánh bao bí đỏ 1 c
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Bánh bao cua xanh k nhân
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Bánh ống 1 gói
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Bánh bao bí đỏ 1 c
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Bánh bao cua xanh k nhân
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Bánh ống 1 gói
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Bánh ống gạo lức 1 gói
/ho-chi-minh/khoai-lang-chuoi-sap-luoc-bui-van-ba.znzgxs,Bánh tráng gạo quảng ngãi 3c
/ho-chi-minh/banh-mi-cha-ca-nha-trang,Bánh Mì Chả Cá + Nem Nướng
/ho-chi-minh/banh-mi-cha-ca-nha-trang,Bánh Mì Chả Cá + Ốp La
/ho-chi-minh/banh-mi-cha-ca-nha-trang,Bánh mì chả cá + nem nướng
/ho-chi-minh/banh-mi-cha-ca-nha-trang,Bánh mì ốp la
/ho-chi-minh/banh-mi-cha-ca-nha-trang,Bánh mì chả cá + nem nướng
/ho-chi-minh/banh-mi-cha-ca-nha-trang,Bánh mì nem nướng + ốp la
/ho-chi-minh/banh-mi-cha-ca-nha-trang,Bánh mì nem nướng
/ho-chi-minh/banh-mi-cha-ca-nha-trang,Bánh mì chả lụa
/ho-chi-minh/banh-mi-cha-ca-nha-trang,Bánh mì chả lụa + Ốp La
/ho-chi-minh/banh-mi-cha-ca-nha-trang,Bánh Mì Cá Mồi
/ho-chi-minh/banh-mi-cha-ca-nha-trang,Chả cá chiên + rau + nước chấm
/ho-chi-minh/banh-mi-cha-ca-nha-trang,Chả Cá Chiên
/ho-chi-minh/banh-mi-cha-ca-nha-trang,Chả Lụa
/ho-chi-minh/banh-mi-cha-ca-nha-trang,Chả Lụa
/ho-chi-minh/banh-mi-cha-ca-nha-trang,Bánh Mì Chả Cá (Thêm chả cá)
/ho-chi-minh/an-vat-tiem-nha-dau-duong-17,Milo dầm bánh Plan trân châu
/ho-chi-minh/an-vat-tiem-nha-dau-duong-17,Trái cây dầm sữa chua
/ho-chi-minh/an-vat-tiem-nha-dau-duong-17,Bánh flan mix thập cẩm
/ho-chi-minh/an-vat-tiem-nha-dau-duong-17,Khoai dẻo mix bánh Flan
/ho-chi-minh/an-vat-tiem-nha-dau-duong-17,Bánh flan sữa cafe
/ho-chi-minh/an-vat-tiem-nha-dau-duong-17,Bánh Plan sương sáo hạt chia
/ho-chi-minh/an-vat-tiem-nha-dau-duong-17,Thạch phô mai mix bánh Flan 
/ho-chi-minh/an-vat-tiem-nha-dau-duong-17,Trái cây dầm sầu riêng 
/ho-chi-minh/an-vat-tiem-nha-dau-duong-17,Bánh flan thạch củ năng
/ho-chi-minh/an-vat-tiem-nha-dau-duong-17,Bánh flan thạch dừa viên
/ho-chi-minh/an-vat-tiem-nha-dau-duong-17,Bánh Plan mix trân châu
/ho-chi-minh/an-vat-tiem-nha-dau-duong-17,Combo 10 bánh Flan sữa
/ho-chi-minh/an-vat-tiem-nha-dau-duong-17,Combo 5 món bất kì ( tặng 1 bánh  Flan)
/ho-chi-minh/an-vat-tiem-nha-dau-duong-17,Trà sữa full topping + flan
/ho-chi-minh/an-vat-tiem-nha-dau-duong-17,Trà sữa full topping 
/ho-chi-minh/banh-mi-thit-bo-nuong-ho-xuan-huong,Bánh mì bò nướng
/ho-chi-minh/banh-mi-thit-bo-nuong-ho-xuan-huong,Bánh mì thập cẩm 3 món
/ho-chi-minh/banh-mi-thit-bo-nuong-ho-xuan-huong,Bánh mì xíu mại trứng muối
/ho-chi-minh/banh-mi-thit-bo-nuong-ho-xuan-huong,Xíu mại trứng muối chén
/ho-chi-minh/banh-mi-thit-bo-nuong-ho-xuan-huong,Bánh mì bò nướng xíu mại 
/ho-chi-minh/banh-mi-thit-bo-nuong-ho-xuan-huong,Bánh mì bì
/ho-chi-minh/banh-mi-thit-bo-nuong-ho-xuan-huong,Bánh mì cá nục
/ho-chi-minh/banh-mi-thit-bo-nuong-ho-xuan-huong,Bánh mì bò nướng bì
/ho-chi-minh/banh-mi-thit-bo-nuong-ho-xuan-huong,Bánh mì xíu mại lạp xưởng
/ho-chi-minh/banh-mi-thit-bo-nuong-ho-xuan-huong,Cá nục chén
/ho-chi-minh/banh-mi-thit-bo-nuong-ho-xuan-huong,Há Cảo 
/ho-chi-minh/banh-mi-thit-bo-nuong-ho-xuan-huong,Bánh Mì Thịt Xiên Nướng 
/ho-chi-minh/banh-mi-thit-bo-nuong-ho-xuan-huong,COMBO 6 Ổ Bánh mì thập cẩm 3 món
/ho-chi-minh/banh-mi-thit-bo-nuong-ho-xuan-huong,Thịt Bò Nướng 
/ho-chi-minh/banh-mi-thit-bo-nuong-ho-xuan-huong,Xíu Mại Trứng Muối
/ho-chi-minh/banh-mi-thit-bo-nuong-ho-xuan-huong,Bánh Mì 
/ho-chi-minh/banh-mi-thit-bo-nuong-ho-xuan-huong,Thịt Bò Nướng 
/ho-chi-minh/banh-mi-thit-bo-nuong-ho-xuan-huong,Xíu Mại Trứng Muối
/ho-chi-minh/banh-mi-thit-bo-nuong-ho-xuan-huong,Bánh Mì 
/ho-chi-minh/banh-mi-thit-bo-nuong-ho-xuan-huong,Xíu Mại Lạp Xưởng
/ho-chi-minh/banh-mi-thit-bo-nuong-ho-xuan-huong,Cá Nục Kho
/ho-chi-minh/banh-mi-thit-bo-nuong-ho-xuan-huong,Coca-Cola
/ho-chi-minh/banh-mi-thit-bo-nuong-ho-xuan-huong,Pepsi
/ho-chi-minh/sup-cua-bong-heo-thap-cam-235,Sinh tố cà chua
/ho-chi-minh/sup-cua-bong-heo-thap-cam-235,Rau má
/ho-chi-minh/sup-cua-bong-heo-thap-cam-235,Trà đào
/ho-chi-minh/sup-cua-bong-heo-thap-cam-235,Sữa đậu nành
/ho-chi-minh/sup-cua-bong-heo-thap-cam-235,La Hán Quả
/ho-chi-minh/sup-cua-bong-heo-thap-cam-235,Trà chanh
/ho-chi-minh/sup-cua-bong-heo-thap-cam-235,Sâm dứa sữa
/ho-chi-minh/sup-cua-bong-heo-thap-cam-235,Chanh muối
/ho-chi-minh/sup-cua-bong-heo-thap-cam-235,Xí muội
/ho-chi-minh/sup-cua-bong-heo-thap-cam-235,Sữa tươi cà phê
/ho-chi-minh/sup-cua-bong-heo-thap-cam-235,Lipton đá
/ho-chi-minh/sup-cua-bong-heo-thap-cam-235,Sữa bạc hà
/ho-chi-minh/sup-cua-bong-heo-thap-cam-235,Cà phê sữa
/ho-chi-minh/sup-cua-bong-heo-thap-cam-235,Milo
/ho-chi-minh/sup-cua-bong-heo-thap-cam-235,Lipton sữa
/ho-chi-minh/sup-cua-bong-heo-thap-cam-235,Cà phê
/ho-chi-minh/k-quan-kem-chuoi-yaourt-bich,Yaourt
/ho-chi-minh/k-quan-kem-chuoi-yaourt-bich,Kem chuối ép đậu truyền thống
/ho-chi-minh/kibi-nuoc-mia-banh-gao-lac-co-giang,*BÁNH PHỒNG TÔM LẮC PHÔ MAI
/ho-chi-minh/kibi-nuoc-mia-banh-gao-lac-co-giang,Nui Chiên Giòn Lắc Phô Mai
/ho-chi-minh/kibi-nuoc-mia-banh-gao-lac-co-giang,*BÁNH GẠO LẮC PHÔ MAI
/ho-chi-minh/kibi-nuoc-mia-banh-gao-lac-co-giang,*BÁNH GẠO NHÂN PHÔ MAI LẮC PHÔ MAI
/ho-chi-minh/kibi-nuoc-mia-banh-gao-lac-co-giang,KHOAI TÂY CHIÊN LẮC PHÔ MAI
/ho-chi-minh/kibi-nuoc-mia-banh-gao-lac-co-giang,*BÁNH GẠO MIX 2 LOẠI LẮC PHÔ MAI
/ho-chi-minh/kibi-nuoc-mia-banh-gao-lac-co-giang,*BÁNH PHỒNG TÔM LẮC PHÔ MAI
/ho-chi-minh/kibi-nuoc-mia-banh-gao-lac-co-giang,Sốt phô mai
/ho-chi-minh/kibi-nuoc-mia-banh-gao-lac-co-giang,Sốt Mù Tạt Mật Ong
/ho-chi-minh/kibi-nuoc-mia-banh-gao-lac-co-giang,Sốt Hàn Quốc
/ho-chi-minh/kibi-nuoc-mia-banh-gao-lac-co-giang,Sốt Trứng Muối
/ho-chi-minh/kibi-nuoc-mia-banh-gao-lac-co-giang,PHÔ MAI QUE LẮC PHÔ MAI
/ho-chi-minh/kibi-nuoc-mia-banh-gao-lac-co-giang,GÀ RÁN LẮC PHÔ MAI
/ho-chi-minh/kibi-nuoc-mia-banh-gao-lac-co-giang,Tàu Hủ Lắc Phô Mai
/ho-chi-minh/kibi-nuoc-mia-banh-gao-lac-co-giang,Tàu Hủ Lắc Phô Mai
/ho-chi-minh/kibi-nuoc-mia-banh-gao-lac-co-giang,Xúc Xích Nhân Phô Mai Lắc Phô Mai
/ho-chi-minh/kibi-nuoc-mia-banh-gao-lac-co-giang,Nui Chiên Giòn Lắc Phô Mai
/ho-chi-minh/kibi-nuoc-mia-banh-gao-lac-co-giang,Nước Sâm Mía Lau
